,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,event_ID,event_CLEANED,elo_rating,seen,instability,Health,Financial,Relationship,Bereavement,Work,Crime,Daily,Major
246,246,246,246,246,246,246,246,246,246,296,297,Financial and relationship troubles,875,0,0,0,0,0,0,0,0,0,0
247,247,247,247,247,247,247,247,247,247,297,298,I was paid for a job i did,1070,0,0,0,0,0,0,0,0,0,0
248,248,248,248,248,248,248,248,248,248,298,299,Being offered a new job which I will have to move for.,994,1,0,0,0,0,0,0,0,0,0
249,249,249,249,249,249,249,249,249,249,299,300,Travel vaccinations - I have a phobia of needles,928,2,0,0,0,0,0,0,0,0,0
250,250,250,250,250,250,250,250,250,250,300,301,Was abandoned by a friend,932,0,0,0,0,0,0,0,0,0,0
251,251,251,251,251,251,251,251,251,251,303,304,I went out with my friends ,1110,0,0,0,0,0,0,0,0,0,0
252,252,252,252,252,252,252,252,252,252,305,306,My health isn't great. Went to A&E thinking I was having a heart attack now I've been diagnosed with Thoracic Outlet Syndrome and I've been in pain for over 2 months.,891,1,0,0,0,0,0,0,0,0,0
253,253,253,253,253,253,253,253,253,253,307,308,"Went out with aunt and cousins to go pickup her car, then ate out, lovely way to start a day especially when I have not got out of bed before 12pm and today i was up at 9am",1080,0,0,0,0,0,0,0,0,0,0
254,254,254,254,254,254,254,254,254,254,309,310,My partner moving to a different country,938,1,0,0,0,0,0,0,0,0,0
255,255,255,255,255,255,255,255,255,255,310,311,"I intended starting the year with a new energy, feeling motivated and pumped. But sadly somethings just kept happening and they are overwhelming, from getting laid off from work to my daughter falling ill today.",897,0,0,0,0,0,0,0,0,0,0
256,256,256,256,256,256,256,256,256,256,311,312,I matched with someone on hinge and now we are talking and its going really well,1092,0,0,0,0,0,0,0,0,0,0
257,257,257,257,257,257,257,257,257,257,312,313,Somebody very dear to me being sectioned due to worries about the state of their mental health,905,0,0,0,0,0,0,0,0,0,0
258,258,258,258,258,258,258,258,258,258,314,315,me and my boyfriend had an argument ,875,0,0,0,0,0,0,0,0,0,0
259,259,259,259,259,259,259,259,259,259,315,316,family court proceedings with husband who I fled from due to Domestic Violence,910,0,0,0,0,0,0,0,0,0,0
260,260,260,260,260,260,260,260,260,260,316,317,"my boyfriend proposed to me two days ago it was the most amazing feeling ,because I love him very much and cant wait to spend the rest of my life with him",1100,0,0,0,0,0,0,0,0,0,0
261,261,261,261,261,261,261,261,261,261,318,319,"It was a beautiful gift from a dear friend that is very close to my heart, he literally sent me a beautiful note and that means a whole lot.",1112,0,0,0,0,0,0,0,0,0,0
262,262,262,262,262,262,262,262,262,262,319,320,Dog is currently undergoing surgery - I am feeling scared and anxious.,955,0,0,0,0,0,0,0,0,0,0
263,263,263,263,263,263,263,263,263,263,320,321,I have had to pay £345 to write up my masters thesis as my deadline I was told that I wouldn't be ready to submit and my supervisors wouldn't allow me to. so now I am stressed about continuing for a few more months and other bills that are coming out in 10 days. ,963,2,0,0,0,0,0,0,0,0,0
264,264,264,264,264,264,264,264,264,264,321,322,Finding out I had cancer.,875,0,0,0,0,0,0,0,0,0,0
265,265,265,265,265,265,265,265,265,265,322,323,"Had a very large argument with a family member that turned into two days of arguing, although it has now been resolved, I still feel very negative.",875,0,0,0,0,0,0,0,0,0,0
266,266,266,266,266,266,266,266,266,266,323,324,Family trouble,955,0,0,0,0,0,0,0,0,0,0
267,267,267,267,267,267,267,267,267,267,324,325,I am feeling anxious about an interview i had 2 days ago and i have to complete a task for them within the week,1011,1,0,0,0,0,0,0,0,0,0
268,268,268,268,268,268,268,268,268,268,325,326,Relative diagnosed with terminal illness.,875,0,0,0,0,0,0,0,0,0,0
269,269,269,269,269,269,269,269,269,269,326,327,A person really important and close to me passed away.,922,0,0,0,0,0,0,0,0,0,0
270,270,270,270,270,270,270,270,270,270,327,328,failed a medical test for a new job I had been offered and was hoping to have started by now,910,0,0,0,0,0,0,0,0,0,0
271,271,271,271,271,271,271,271,271,271,328,329,I misplaced my wallet with my debit cards in them and haven't been able to locate it.,952,0,0,0,0,0,0,0,0,0,0
272,272,272,272,272,272,272,272,272,272,329,330,My partner lost his job. I am off of work due to a long-term health condition and so we are struggling a lot financially to the point that I don't think we can cover our bills this month - let alone buy food ,920,0,0,0,0,0,0,0,0,0,0
273,273,273,273,273,273,273,273,273,273,330,331,I have woken up feeling quite ill ,950,0,0,0,0,0,0,0,0,0,0
274,274,274,274,274,274,274,274,274,274,331,332,Work slowed down significantly and I have been struggling with finances.,899,2,0,0,0,0,0,0,0,0,0
275,275,275,275,275,275,275,275,275,275,332,333,A big falling out / row with my partner of 9 years.,932,0,0,0,0,0,0,0,0,0,0
276,276,276,276,276,276,276,276,276,276,333,334,a surprise fine,910,0,0,0,0,0,0,0,0,0,0
277,277,277,277,277,277,277,277,277,277,334,335,I had an interview for a Masters course at university,1060,0,0,0,0,0,0,0,0,0,0
278,278,278,278,278,278,278,278,278,278,336,337,"Work related event - I work as a software engineer, and have been informed that part of the system doesn't work - and so it's likely I'll have to stay late to finish the work and get it up and running.",937,0,0,0,0,0,0,0,0,0,0
279,279,279,279,279,279,279,279,279,279,337,338,My ex girlfriend messaged to say thankyou for everything I did for her. ,937,0,0,0,0,0,0,0,0,0,0
280,280,280,280,280,280,280,280,280,280,338,339,Im anxious about my health and i have a job tomorrow i need to be ok for,950,0,0,0,0,0,0,0,0,0,0
281,281,281,281,281,281,281,281,281,281,339,340,I have had tonsillitis for the past three days! ,920,0,0,0,0,0,0,0,0,0,0
282,282,282,282,282,282,282,282,282,282,341,342,"To me, as a stressy anxious person, any event can significantly affect my mood. A flea medication caused a reaction in my cat, causing him to lose a load of fur from licking and scratching, and caused sores. This was going on for over a week where I was incredibly stressed. Now I'm on the comedown from that, and he's still overgrooming himself and losing fur, although the sores have gone thank goodness. I'm taking him to the vet later today and I hate doing that as well. ",932,0,0,0,0,0,0,0,0,0,0
283,283,283,283,283,283,283,283,283,283,343,344,"Buying a house, the stress of not being the most handy person in the world and not having the support to get me to that level",922,0,0,0,0,0,0,0,0,0,0
284,284,284,284,284,284,284,284,284,284,344,345,"26 weeks into an unplanned pregnancy, am very happy to be pregnant but due to it being a surprise, it has come at a time where there is so much to organise and there is a lot of anxiety/chronic stress for the past several months.",927,0,0,0,0,0,0,0,0,0,0
285,285,285,285,285,285,285,285,285,285,345,346,We found out that we are having a baby,1067,0,0,0,0,0,0,0,0,0,0
286,286,286,286,286,286,286,286,286,286,346,347,I just feel like i keep making mistakes that end up hurting others. it's not my intention,962,0,0,0,0,0,0,0,0,0,0
287,287,287,287,287,287,287,287,287,287,347,348,An assignment that is due for completion later today that I am behind on,947,0,0,0,0,0,0,0,0,0,0
288,288,288,288,288,288,288,288,288,288,348,349,My birthday,1102,0,0,0,0,0,0,0,0,0,0
289,289,289,289,289,289,289,289,289,289,349,350,A good nights sleep and no nightmares or sleep paralysis effecting me for the first time in a while,1080,0,0,0,0,0,0,0,0,0,0
290,290,290,290,290,290,290,290,290,290,352,353,Broken foot cannot attend gym,882,0,0,0,0,0,0,0,0,0,0
291,291,291,291,291,291,291,291,291,291,353,354,"I'm in an inbetween phase, where I am unsure if I will be proceeding with my relationship with my fiancé or not",965,0,0,0,0,0,0,0,0,0,0
292,292,292,292,292,292,292,292,292,292,354,355,Moving house - I didn't really want to move but I felt I didn't have a choice,950,0,0,0,0,0,0,0,0,0,0
293,293,293,293,293,293,293,293,293,293,355,356,Decided to set the date for our wedding,1125,0,0,0,0,0,0,0,0,0,0
294,294,294,294,294,294,294,294,294,294,356,357,I found out that an old friend does not have much time left to live. ,935,2,0,0,0,0,0,0,0,0,0
295,295,295,295,295,295,295,295,295,295,357,358,"In my job, I have gotten used to working on reception. They have now asked me to nurse to do implants and i know nothing about implants!",900,0,0,0,0,0,0,0,0,0,0
296,296,296,296,296,296,296,296,296,296,358,359,I have an exam next week and I failed to focus myself to revise yesterday when I have limited time left. ,1043,1,0,0,0,0,0,0,0,0,0
297,297,297,297,297,297,297,297,297,297,359,360,"there are a multitude of factors affecting my mood, i suspect im probably very depressed ",892,0,0,0,0,0,0,0,0,0,0
298,298,298,298,298,298,298,298,298,298,360,361,Could be pregnant,972,0,0,0,0,0,0,0,0,0,0
299,299,299,299,299,299,299,299,299,299,361,362,something has eased the money troubles i was having,1035,2,0,0,0,0,0,0,0,0,0
300,300,300,300,300,300,300,300,300,300,362,363,Essentially it boils down to receiving a grade for a coursework I had completed not too long ago that I was quite proud of - however the mark I got did not reflect how well I did. ,924,1,0,0,0,0,0,0,0,0,0
301,301,301,301,301,301,301,301,301,301,363,364,a simple play date where my child was so happy and played so well.,1125,0,0,0,0,0,0,0,0,0,0
302,302,302,302,302,302,302,302,302,302,365,366,Fight with boyfriend's sister,907,0,0,0,0,0,0,0,0,0,0
303,303,303,303,303,303,303,303,303,303,366,367,Heating broke in the house so now need to pay money to fix it,977,0,0,0,0,0,0,0,0,0,0
304,304,304,304,304,304,304,304,304,304,367,368,I was made redundant from my job.,905,0,0,0,0,0,0,0,0,0,0
305,305,305,305,305,305,305,305,305,305,368,369,I did my final medical exams and I am now waiting to find out the result which will determine my future career,957,0,0,0,0,0,0,0,0,0,0
306,306,306,306,306,306,306,306,306,306,370,371,My brother was intensely attacked with a hockey stick by one of our very rich neighbours. All my brother did was ask them to slow down as they almost hit his dog with their car. This man assaults people with hockey sticks and threatened to kill our whole family while my infant son was asleep in the house. The man was released on bail not even 24 hours after and we live in this house in fear everyday.,952,0,0,0,0,0,0,0,0,0,0
307,307,307,307,307,307,307,307,307,307,371,372,I had to go and visit a family member who isn't very well. ,1067,1,0,0,0,0,0,0,0,0,0
308,308,308,308,308,308,308,308,308,308,372,373,"Emergency spinal surgery, following the surprise onset of incomplete cauda equina syndrone ",875,0,0,0,0,0,0,0,0,0,0
309,309,309,309,309,309,309,309,309,309,373,374,The fact that I've procrastinated the large part of the day and haven't done nearly enough work yesterday,985,0,0,0,0,0,0,0,0,0,0
310,310,310,310,310,310,310,310,310,310,374,375,my colleague at work quit (we are only a team of 2 people so now it is only me),900,0,0,0,0,0,0,0,0,0,0
311,311,311,311,311,311,311,311,311,311,375,376,I just feel exhausted and have a lot of work to do which is currently affecting my mood,982,0,0,0,0,0,0,0,0,0,0
312,312,312,312,312,312,312,312,312,312,376,377,I have a chest infection and could feel it coming on.,937,1,0,0,0,0,0,0,0,0,0
313,313,313,313,313,313,313,313,313,313,378,379,I feel unwell ,967,1,0,0,0,0,0,0,0,0,0
314,314,314,314,314,314,314,314,314,314,379,380,"I have missed a deadline and only remembered this morning, and im a bit gutted.",1080,0,0,0,0,0,0,0,0,0,0
315,315,315,315,315,315,315,315,315,315,380,381,Financial situation and cost of living crisis,890,2,0,0,0,0,0,0,0,0,0
316,316,316,316,316,316,316,316,316,316,381,382,I'm trying to sell my property but have had no interest and will miss out on the house we hope to purchase. ,972,0,0,0,0,0,0,0,0,0,0
317,317,317,317,317,317,317,317,317,317,382,383,i received an interview invitation for a job I applied to,1121,2,0,0,0,0,0,0,0,0,0
318,318,318,318,318,318,318,318,318,318,384,385,"I refused to do the dishes that my mum and brother created and this caused an argument between me and my mum, whereby my brother didn't say a thing.",869,1,0,0,0,0,0,0,0,0,0
319,319,319,319,319,319,319,319,319,319,385,386,I had a lecture and a really important meeting to attend today however i overslept and now i am in bed without knowing what to do,919,1,0,0,0,0,0,0,0,0,0
320,320,320,320,320,320,320,320,320,320,386,387,University deadlines,941,1,0,0,0,0,0,0,0,0,0
321,321,321,321,321,321,321,321,321,321,387,388,It was my son's first overnight contact with his abusive dad.,891,1,0,0,0,0,0,0,0,0,0
322,322,322,322,322,322,322,322,322,322,389,390,Waiting to hear back from a job interview,992,0,0,0,0,0,0,0,0,0,0
323,323,323,323,323,323,323,323,323,323,390,391,My partner and I just got last minute tickets to see John Mayer tonight and I am very excited! ,1065,0,0,0,0,0,0,0,0,0,0
324,324,324,324,324,324,324,324,324,324,391,392,My horse has hurt her foot and she needs to stay in her stable due to it. She is stressing due to having to stay inside. I worry if she will be ok.,965,0,0,0,0,0,0,0,0,0,0
325,325,325,325,325,325,325,325,325,325,393,394,a private sensitive medical matter ,905,0,0,0,0,0,0,0,0,0,0
326,326,326,326,326,326,326,326,326,326,394,395,"I went into an unarranged overdraft with my bank, meaning that I am more than £2000 in debt to them.",881,1,0,0,0,0,0,0,0,0,0
327,327,327,327,327,327,327,327,327,327,396,397,"Being given a surprise afternoon off work, allowing me to relax",1095,0,0,0,0,0,0,0,0,0,0
328,328,328,328,328,328,328,328,328,328,397,398,Possibility of being cheated on by my partner but not being sure or having facts to confirm that it in fact has happened.,881,1,0,0,0,0,0,0,0,0,0
329,329,329,329,329,329,329,329,329,329,398,399,I was assaulted at work ,904,1,0,0,0,0,0,0,0,0,0
330,330,330,330,330,330,330,330,330,330,399,400,My manager messaged me with a warning about my performance. I had previously been told they had no concerns about my performance just 3 weeks ago so I was blindsided.,915,0,0,0,0,0,0,0,0,0,0
331,331,331,331,331,331,331,331,331,331,400,401,"I have always been anxious around my family, whose explosions can impact my mental health. A large domestic argument left my siblings and mother crying, my younger sister traumatised and me feeling numb ",882,0,0,0,0,0,0,0,0,0,0
332,332,332,332,332,332,332,332,332,332,401,402,Excitement and discernment regarding financial stuff.,1065,0,0,0,0,0,0,0,0,0,0
333,333,333,333,333,333,333,333,333,333,402,403,I found out that a friend of a friend is missing,932,0,0,0,0,0,0,0,0,0,0
334,334,334,334,334,334,334,334,334,334,403,404,i owe some bills totalling £327.00 it's annoying as i have not raised the money yet but will do so but still annoying,875,0,0,0,0,0,0,0,0,0,0
335,335,335,335,335,335,335,335,335,335,404,405,"At work, I recently received positive feedback from my boss on a project I was working on. Their appreciation for my dedication and contribution boosts my confidence and makes me feel appreciated. This positive reception also generated comfortable feedback, which motivated me to continue delivering high quality work.",1109,1,0,0,0,0,0,0,0,0,0
336,336,336,336,336,336,336,336,336,336,405,406,My family have been homeless for a while and today they finally got a house out of the blue. The council messed us about for over 5 years and finally the day came and I am over the moon. ,1125,0,0,0,0,0,0,0,0,0,0
337,337,337,337,337,337,337,337,337,337,406,407,I received some money,1125,0,0,0,0,0,0,0,0,0,0
338,338,338,338,338,338,338,338,338,338,407,408,Today is my birthday so overall my feelings are more positive than any other day.,1100,1,0,0,0,0,0,0,0,0,0
339,339,339,339,339,339,339,339,339,339,408,409,Mother cheating on my father; Me splitting with my partner of 2 years recently; Housemates getting physically abusive; ,875,0,0,0,0,0,0,0,0,0,0
340,340,340,340,340,340,340,340,340,340,409,410,"My sister's partner split up with her and she is in the process of moving in with me, I've spent the whole week with her and I'm feeling so sad for her and exhausted",925,0,0,0,0,0,0,0,0,0,0
341,341,341,341,341,341,341,341,341,341,410,411,I am in the process of significant life changes and have a lot that needs to be done. The paperwork and effort involved is very overwhelming and some things that are upcoming are extremely nerve-wracking. ,902,1,0,0,0,0,0,0,0,0,0
342,342,342,342,342,342,342,342,342,342,412,413,someone asking for work on a project i was supposed to be on but i was randomly withdrawn from it,932,0,0,0,0,0,0,0,0,0,0
343,343,343,343,343,343,343,343,343,343,413,414,My university cancelled a slot I had to complete a given task for my assignment was cancelled.,921,1,0,0,0,0,0,0,0,0,0
344,344,344,344,344,344,344,344,344,344,414,415,"We've booked a holiday to Orlando. Although this is exciting, I'm nervous financially. I also found out I was accepted on a course which I had lost hope of hearing back about ",1085,0,0,0,0,0,0,0,0,0,0
345,345,345,345,345,345,345,345,345,345,415,416,Divorce,967,0,0,0,0,0,0,0,0,0,0
346,346,346,346,346,346,346,346,346,346,416,417,I went to a cheer competition this weekend and didn't win and my teammates really mean to me.,941,1,0,0,0,0,0,0,0,0,0
347,347,347,347,347,347,347,347,347,347,418,419,Performance exam for music ,945,0,0,0,0,0,0,0,0,0,0
348,348,348,348,348,348,348,348,348,348,419,420,a previous abusive relationship that I am processing/healing from.,906,1,0,0,0,0,0,0,0,0,0
349,349,349,349,349,349,349,349,349,349,421,422,Finding out my best friend was going to move to vietnam to be a digital nomad for a year. I don't have any other friends near me.,965,1,0,0,0,0,0,0,0,0,0
350,350,350,350,350,350,350,350,350,350,423,424,My friend turned on me and was jealous at my girlfriend for staying with me instead of him and he never said anything until a few days ago,1030,0,0,0,0,0,0,0,0,0,0
351,351,351,351,351,351,351,351,351,351,424,425,"a confrontation with my father that led me to calling the police on him, yet here we are in the same house and the tension is even worse.",875,0,0,0,0,0,0,0,0,0,0
352,352,352,352,352,352,352,352,352,352,425,426,A friend of mine was arrested for something rather shocking.,942,0,0,0,0,0,0,0,0,0,0
353,353,353,353,353,353,353,353,353,353,426,427,I was given a longer sick leave by the doctor than I expected and had to let my team know that I wouldn't be back to work and feel like I am letting them down cause they will be short staffed and struggle to find cover for even longer. ,932,1,0,0,0,0,0,0,0,0,0
354,354,354,354,354,354,354,354,354,354,427,428,being told i could be losing my job soon,1052,0,0,0,0,0,0,0,0,0,0
355,355,355,355,355,355,355,355,355,355,428,429,Just a lot of stressful uni work that i'm in the middle of right now,972,0,0,0,0,0,0,0,0,0,0
356,356,356,356,356,356,356,356,356,356,430,431,rejection of requests at work ,919,1,0,0,0,0,0,0,0,0,0
357,357,357,357,357,357,357,357,357,357,431,432,I had a tough meeting at work about an hour ago that i knew was coming up but it was as difficult as i expected it and has been negatively affected me since.  ,910,0,0,0,0,0,0,0,0,0,0
358,358,358,358,358,358,358,358,358,358,432,433,My grandfather was injured in an accident,940,0,0,0,0,0,0,0,0,0,0
359,359,359,359,359,359,359,359,359,359,433,434,"It was a complete restructure of our department at work which resulted in negative workflows, extra responsibilities and lost morale. ",965,0,0,0,0,0,0,0,0,0,0
360,360,360,360,360,360,360,360,360,360,434,435,Money troubles found out was in credit card debt,935,0,0,0,0,0,0,0,0,0,0
361,361,361,361,361,361,361,361,361,361,435,436,getting a new car,1067,0,0,0,0,0,0,0,0,0,0
362,362,362,362,362,362,362,362,362,362,436,437,Tricky day at work having to have difficult conversations with colleagues about errors they had done or improvements to be made. Has made me feel more tired and fed up today but nothing else major,962,0,0,0,0,0,0,0,0,0,0
